1	0	2	84	0.1539	0.4512584	0	0	0	0
1	1	2	84	0	0	0.1539	0.4512584	0	0
1	2	2	84	0	0	0	0	0.1539	0.4512584
2	0	2	271	0	0	0	0	0	0
2	1	2	271	0	0	0	0	0	0
2	2	2	271	0	0	0	0	0	0
3	0	271	272	0	0	0	0	0	0
3	1	271	272	0	0	0	0	0	0
3	2	271	272	0	0	0	0	0	0
4	0	272	273	0.0308	0.0901009	0	0	0	0
4	1	272	273	0	0	0.0308	0.0901009	0	0
4	2	272	273	0	0	0	0	0.0308	0.0901009
5	0	273	276	0	0	0	0	0	0
5	1	273	276	0	0	0	0	0	0
5	2	273	276	0	0	0	0	0	0
6	0	276	275	0.0308	0.0901009	0	0	0	0
6	1	276	275	0	0	0.0308	0.0901009	0	0
6	2	276	275	0	0	0	0	0.0308	0.0901009
7	0	275	274	0	0	0	0	0	0
7	1	275	274	0	0	0	0	0	0
7	2	275	274	0	0	0	0	0	0
8	0	274	3	0	0	0	0	0	0
8	1	274	3	0	0	0	0	0	0
8	2	274	3	0	0	0	0	0	0
294	0	83	82	0.1539	0.4512584	0	0	0	0
294	1	83	82	0	0	0.1539	0.4512584	0	0
294	2	83	82	0	0	0	0	0.1539	0.4512584
295	0	82	81	0	0	0	0	0	0
295	1	82	81	0	0	0	0	0	0
295	2	82	81	0	0	0	0	0	0
296	0	81	80	0.1539	0.4512584	0	0	0	0
296	1	81	80	0	0	0.1539	0.4512584	0	0
296	2	81	80	0	0	0	0	0.1539	0.4512584
297	0	80	79	0	0	0	0	0	0
297	1	80	79	0	0	0	0	0	0
297	2	80	79	0	0	0	0	0	0
298	0	79	75	0.1539	0.4512584	0	0	0	0
298	1	79	75	0	0	0.1539	0.4512584	0	0
298	2	79	75	0	0	0	0	0.1539	0.4512584
299	0	75	76	0	0	0	0	0	0
299	1	75	76	0	0	0	0	0	0
299	2	75	76	0	0	0	0	0	0
300	0	75	74	0.1539	0.4512584	0	0	0	0
300	1	75	74	0	0	0.1539	0.4512584	0	0
300	2	75	74	0	0	0	0	0.1539	0.4512584
301	0	74	73	0	0	0	0	0	0
301	1	74	73	0	0	0	0	0	0
301	2	74	73	0	0	0	0	0	0
302	0	73	1	0.1539	0.4512584	0	0	0	0
302	1	73	1	0	0	0.1539	0.4512584	0	0
302	2	73	1	0	0	0	0	0.1539	0.4512584
303	0	1	322	0	0	0	0	0	0
303	1	1	322	0	0	0	0	0	0
303	2	1	322	0	0	0	0	0	0
304	0	322	323	0	0	0	0	0	0
304	1	322	323	0	0	0	0	0	0
304	2	322	323	0	0	0	0	0	0
305	0	323	324	0.0308	0.0901009	0	0	0	0
305	1	323	324	0	0	0.0308	0.0901009	0	0
305	2	323	324	0	0	0	0	0.0308	0.0901009
306	0	324	321	0	0	0	0	0	0
306	1	324	321	0	0	0	0	0	0
306	2	324	321	0	0	0	0	0	0
307	0	321	320	0.0308	0.0901009	0	0	0	0
307	1	321	320	0	0	0.0308	0.0901009	0	0
307	2	321	320	0	0	0	0	0.0308	0.0901009
308	0	320	319	0	0	0	0	0	0
308	1	320	319	0	0	0	0	0	0
308	2	320	319	0	0	0	0	0	0
309	0	319	18	0	0	0	0	0	0
309	1	319	18	0	0	0	0	0	0
309	2	319	18	0	0	0	0	0	0
1056	0	76	77	0.1539	0.4512584	0	0	0	0
1056	1	76	77	0	0	0.1539	0.4512584	0	0
1056	2	76	77	0	0	0	0	0.1539	0.4512584
1057	0	77	78	0.0924	0.2706796	0	0	0	0
1057	1	77	78	0	0	0.0924	0.2706796	0	0
1057	2	77	78	0	0	0	0	0.0924	0.2706796
1058	0	78	89	0	0	0	0	0	0
1058	1	78	89	0	0	0	0	0	0
1058	2	78	89	0	0	0	0	0	0
1059	0	89	88	0.0924	0.2706796	0	0	0	0
1059	1	89	88	0	0	0.0924	0.2706796	0	0
1059	2	89	88	0	0	0	0	0.0924	0.2706796
1060	0	88	87	0	0	0	0	0	0
1060	1	88	87	0	0	0	0	0	0
1060	2	88	87	0	0	0	0	0	0
1061	0	87	86	0	0	0	0	0	0
1061	1	87	86	0	0	0	0	0	0
1061	2	87	86	0	0	0	0	0	0
1062	0	86	90	0.1539	0.4512584	0	0	0	0
1062	1	86	90	0	0	0.1539	0.4512584	0	0
1062	2	86	90	0	0	0	0	0.1539	0.4512584
1063	0	86	85	0.1539	0.4512584	0	0	0	0
1063	1	86	85	0	0	0.1539	0.4512584	0	0
1063	2	86	85	0	0	0	0	0.1539	0.4512584
1064	0	85	84	0	0	0	0	0	0
1064	1	85	84	0	0	0	0	0	0
1064	2	85	84	0	0	0	0	0	0
1065	0	90	91	0	0	0	0	0	0
1065	1	90	91	0	0	0	0	0	0
1065	2	90	91	0	0	0	0	0	0
1066	0	91	92	0.1539	0.4512584	0	0	0	0
1066	1	91	92	0	0	0.1539	0.4512584	0	0
1066	2	91	92	0	0	0	0	0.1539	0.4512584
1067	0	92	93	0	0	0	0	0	0
1067	1	92	93	0	0	0	0	0	0
1067	2	92	93	0	0	0	0	0	0
1068	0	93	94	0.1539	0.4512584	0	0	0	0
1068	1	93	94	0	0	0.1539	0.4512584	0	0
1068	2	93	94	0	0	0	0	0.1539	0.4512584
1069	0	94	346	0	0	0	0	0	0
1069	1	94	346	0	0	0	0	0	0
1069	2	94	346	0	0	0	0	0	0
