1	1	16.3225894	16.3225894	1.29105E-11	0.0864	0.3678805
1	2	41.21753365	16.02966235	31.33198201	0.0864	0.3678805
1	3	16.08928793	41.75345413	31.2387695	0.0864	0.3678805
1	4	16.38837791	2.23996E-12	16.38837791	0.0864	0.3678805
1	5	5.659051301	14.78328942	11.03708267	0.0864	0.3678805
1	6	5.667497076	11.03106505	14.67086553	0.0864	0.3678805
1	7	11.15663915	14.74545023	5.603223976	0.0864	0.3678805
1	8	11.00568126	14.64408492	5.674883174	0.0864	0.3678805
1	9	14.79816313	11.04042983	5.666875989	0.0864	0.3678805
1	10	29.84818914	22.45052264	11.36829226	0.0864	0.3678805
1	11	19.7974947	19.82163674	19.57449111	0.0864	0.3678805
1	12	11.36185575	29.96917214	22.53438232	0.0864	0.3678805
1	13	11.36253146	22.81405861	30.05376587	0.0864	0.3678805
1	14	19.79557264	19.81217374	19.58975931	0.0864	0.3678805
1	15	29.98054341	11.35180593	22.77812146	0.0864	0.3678805
1	16	46.48873993	1.16256E-11	46.48873993	0.0864	0.3678805
1	17	6.22221E-12	46.51966849	46.51966849	0.0864	0.3678805
1	18	46.4771812	46.4771812	7.75282E-12	0.0864	0.3678805
1	19	33.17875471	7.62471E-12	33.17875471	0.0864	0.3678805
1	20	41.35040036	16.09671375	31.33873594	0.0864	0.3678805
1	21	28.07284844	27.95018733	28.04773972	0.0864	0.3678805
1	22	16.17333478	31.46989011	41.69753379	0.0864	0.3678805
1	23	16.1162683	42.49930194	31.69836197	0.0864	0.3678805
1	24	28.07785214	27.96921522	28.01795051	0.0864	0.3678805
1	25	42.10480962	31.35905282	16.18444548	0.0864	0.3678805
1	26	11.04984531	5.666377769	14.80759134	0.0864	0.3678805
1	27	9.766533901	9.714827212	9.759879178	0.0864	0.3678805
1	28	14.76268744	11.06601387	5.630419876	0.0864	0.3678805
1	29	11.03646133	14.67022984	5.665292784	0.0864	0.3678805
1	30	9.757731553	9.722088068	9.760698149	0.0864	0.3678805
1	31	5.615072109	14.77520832	11.09361296	0.0864	0.3678805
1	32	29.93222419	22.51203591	11.36622277	0.0864	0.3678805
1	33	22.6047229	29.76071247	11.38384182	0.0864	0.3678805
1	34	22.56037854	29.74897549	11.41170855	0.0864	0.3678805
1	35	11.36862333	22.75850031	29.97484986	0.0864	0.3678805
1	36	11.38450919	30.03698863	22.56463638	0.0864	0.3678805
1	37	16.39701606	16.39701606	1.26648E-11	0.0864	0.3678805
1	38	6.96432E-12	16.3653048	16.3653048	0.0864	0.3678805
1	39	16.47889776	1.36256E-11	16.47889776	0.0864	0.3678805
1	40	42.17014748	31.34754317	16.22836777	0.0864	0.3678805
1	41	31.37060907	41.41934384	16.10289592	0.0864	0.3678805
1	42	31.30868362	41.43798607	16.1688892	0.0864	0.3678805
1	43	16.23424334	31.3724392	41.66246935	0.0864	0.3678805
1	44	16.11828567	41.84386261	31.26508823	0.0864	0.3678805
1	45	46.79540662	9.28373E-12	46.79540662	0.0864	0.3678805
1	46	22.678249	11.39455612	30.23545336	0.0864	0.3678805
1	47	19.83607444	19.59754548	19.80189134	0.0864	0.3678805
1	48	30.11808565	22.54799957	11.43596118	0.0864	0.3678805
1	49	22.55461696	29.70038205	11.39020289	0.0864	0.3678805
1	50	19.80030806	19.62755799	19.80422642	0.0864	0.3678805
1	51	11.36424394	30.05167963	22.59446582	0.0864	0.3678805
1	52	5.61077804	14.72432676	11.06566131	0.0864	0.3678805
1	53	5.619052116	5.619052116	3.88752E-12	0.0864	0.3678805
1	54	14.67784128	5.604037064	11.11804208	0.0864	0.3678805
1	55	33.01280743	33.01280743	2.01748E-12	0.0864	0.3678805
1	56	3.268E-12	33.15266233	33.15266233	0.0864	0.3678805
1	57	33.16015052	5.70586E-12	33.16015052	0.0864	0.3678805
1	58	31.59265269	16.15288038	42.4090462	0.0864	0.3678805
1	59	28.02712105	27.9442103	28.04535365	0.0864	0.3678805
1	60	42.07079354	31.32862715	16.1877488	0.0864	0.3678805
1	61	31.27685512	41.34932082	16.14435769	0.0864	0.3678805
1	62	27.95589362	28.0040111	28.04971184	0.0864	0.3678805
1	63	16.11346893	42.14743811	31.47283648	0.0864	0.3678805
1	64	14.72503585	5.600060189	11.15261444	0.0864	0.3678805
1	65	9.742547354	9.733920015	9.741583709	0.0864	0.3678805
1	66	5.628675662	11.1122175	14.71689641	0.0864	0.3678805
1	67	5.602408526	14.71421888	11.06674941	0.0864	0.3678805
1	68	9.743040207	9.736287267	9.737967777	0.0864	0.3678805
1	69	14.73127352	11.04458627	5.63009397	0.0864	0.3678805
1	70	11.34134244	29.92557823	22.5385592	0.0864	0.3678805
1	71	11.41664868	11.41664868	5.66254E-12	0.0864	0.3678805
1	72	29.72346562	11.34459761	22.62437785	0.0864	0.3678805
