1	0	2	84	0.1539	0.4512584	0	0	0	0
1	1	2	84	0	0	0.1539	0.4512584	0	0
1	2	2	84	0	0	0	0	0.1539	0.4512584
2	0	2	271	0	0	0	0	0	0
2	1	2	271	0	0	0	0	0	0
2	2	2	271	0	0	0	0	0	0
3	0	271	272	0	0	0	0	0	0
3	1	271	272	0	0	0	0	0	0
3	2	271	272	0	0	0	0	0	0
4	0	272	273	0.0308	0.0901009	0	0	0	0
4	1	272	273	0	0	0.0308	0.0901009	0	0
4	2	272	273	0	0	0	0	0.0308	0.0901009
5	0	273	276	0	0	0	0	0	0
5	1	273	276	0	0	0	0	0	0
5	2	273	276	0	0	0	0	0	0
6	0	276	275	0.0308	0.0901009	0	0	0	0
6	1	276	275	0	0	0.0308	0.0901009	0	0
6	2	276	275	0	0	0	0	0.0308	0.0901009
7	0	275	274	0	0	0	0	0	0
7	1	275	274	0	0	0	0	0	0
7	2	275	274	0	0	0	0	0	0
8	0	274	3	0	0	0	0	0	0
8	1	274	3	0	0	0	0	0	0
8	2	274	3	0	0	0	0	0	0
9	0	3	95	0.1539	0.4512584	0	0	0	0
9	1	3	95	0	0	0.1539	0.4512584	0	0
9	2	3	95	0	0	0	0	0.1539	0.4512584
10	0	95	96	0	0	0	0	0	0
10	1	95	96	0	0	0	0	0	0
10	2	95	96	0	0	0	0	0	0
11	0	96	97	0.1539	0.4512584	0	0	0	0
11	1	96	97	0	0	0.1539	0.4512584	0	0
11	2	96	97	0	0	0	0	0.1539	0.4512584
12	0	97	98	0	0	0	0	0	0
12	1	97	98	0	0	0	0	0	0
12	2	97	98	0	0	0	0	0	0
13	0	97	101	0.1539	0.4512584	0	0	0	0
13	1	97	101	0	0	0.1539	0.4512584	0	0
13	2	97	101	0	0	0	0	0.1539	0.4512584
14	0	101	102	0	0	0	0	0	0
14	1	101	102	0	0	0	0	0	0
14	2	101	102	0	0	0	0	0	0
15	0	102	103	0.1539	0.4512584	0	0	0	0
15	1	102	103	0	0	0.1539	0.4512584	0	0
15	2	102	103	0	0	0	0	0.1539	0.4512584
16	0	103	104	0	0	0	0	0	0
16	1	103	104	0	0	0	0	0	0
16	2	103	104	0	0	0	0	0	0
17	0	104	105	0.1539	0.4512584	0	0	0	0
17	1	104	105	0	0	0.1539	0.4512584	0	0
17	2	104	105	0	0	0	0	0.1539	0.4512584
18	0	105	363	0	0	0	0	0	0
18	1	105	363	0	0	0	0	0	0
18	2	105	363	0	0	0	0	0	0
19	0	363	362	0.1539	0.4512584	0	0	0	0
19	1	363	362	0	0	0.1539	0.4512584	0	0
19	2	363	362	0	0	0	0	0.1539	0.4512584
20	0	362	361	0	0	0	0	0	0
20	1	362	361	0	0	0	0	0	0
20	2	362	361	0	0	0	0	0	0
21	0	361	360	0.1539	0.4512584	0	0	0	0
21	1	361	360	0	0	0.1539	0.4512584	0	0
21	2	361	360	0	0	0	0	0.1539	0.4512584
22	0	360	359	0	0	0	0	0	0
22	1	360	359	0	0	0	0	0	0
22	2	360	359	0	0	0	0	0	0
23	0	359	355	0.1539	0.4512584	0	0	0	0
23	1	359	355	0	0	0.1539	0.4512584	0	0
23	2	359	355	0	0	0	0	0.1539	0.4512584
24	0	355	354	0.1539	0.4512584	0	0	0	0
24	1	355	354	0	0	0.1539	0.4512584	0	0
24	2	355	354	0	0	0	0	0.1539	0.4512584
25	0	355	356	0	0	0	0	0	0
25	1	355	356	0	0	0	0	0	0
25	2	355	356	0	0	0	0	0	0
26	0	356	357	0	0	0	0	0	0
26	1	356	357	0	0	0	0	0	0
26	2	356	357	0	0	0	0	0	0
27	0	357	358	0.0924	0.2706796	0	0	0	0
27	1	357	358	0	0	0.0924	0.2706796	0	0
27	2	357	358	0	0	0	0	0.0924	0.2706796
28	0	358	369	0	0	0	0	0	0
28	1	358	369	0	0	0	0	0	0
28	2	358	369	0	0	0	0	0	0
29	0	369	368	0.0924	0.2706796	0	0	0	0
29	1	369	368	0	0	0.0924	0.2706796	0	0
29	2	369	368	0	0	0	0	0.0924	0.2706796
30	0	368	367	0	0	0	0	0	0
30	1	368	367	0	0	0	0	0	0
30	2	368	367	0	0	0	0	0	0
31	0	367	366	0	0	0	0	0	0
31	1	367	366	0	0	0	0	0	0
31	2	367	366	0	0	0	0	0	0
32	0	366	365	0.1539	0.4512584	0	0	0	0
32	1	366	365	0	0	0.1539	0.4512584	0	0
32	2	366	365	0	0	0	0	0.1539	0.4512584
33	0	366	370	0.1539	0.4512584	0	0	0	0
33	1	366	370	0	0	0.1539	0.4512584	0	0
33	2	366	370	0	0	0	0	0.1539	0.4512584
34	0	370	371	0	0	0	0	0	0
34	1	370	371	0	0	0	0	0	0
34	2	370	371	0	0	0	0	0	0
35	0	371	372	0.1539	0.4512584	0	0	0	0
35	1	371	372	0	0	0.1539	0.4512584	0	0
35	2	371	372	0	0	0	0	0.1539	0.4512584
36	0	372	373	0	0	0	0	0	0
36	1	372	373	0	0	0	0	0	0
36	2	372	373	0	0	0	0	0	0
37	0	373	374	0.1539	0.4512584	0	0	0	0
37	1	373	374	0	0	0.1539	0.4512584	0	0
37	2	373	374	0	0	0	0	0.1539	0.4512584
38	0	374	116	0	0	0	0	0	0
38	1	374	116	0	0	0	0	0	0
38	2	374	116	0	0	0	0	0	0
39	0	116	115	0.1539	0.4512584	0	0	0	0
39	1	116	115	0	0	0.1539	0.4512584	0	0
39	2	116	115	0	0	0	0	0.1539	0.4512584
40	0	115	114	0	0	0	0	0	0
40	1	115	114	0	0	0	0	0	0
40	2	115	114	0	0	0	0	0	0
41	0	114	113	0.1539	0.4512584	0	0	0	0
41	1	114	113	0	0	0.1539	0.4512584	0	0
41	2	114	113	0	0	0	0	0.1539	0.4512584
42	0	113	112	0	0	0	0	0	0
42	1	113	112	0	0	0	0	0	0
42	2	113	112	0	0	0	0	0	0
43	0	112	108	0.1539	0.4512584	0	0	0	0
43	1	112	108	0	0	0.1539	0.4512584	0	0
43	2	112	108	0	0	0	0	0.1539	0.4512584
44	0	108	109	0	0	0	0	0	0
44	1	108	109	0	0	0	0	0	0
44	2	108	109	0	0	0	0	0	0
45	0	108	107	0.1539	0.4512584	0	0	0	0
45	1	108	107	0	0	0.1539	0.4512584	0	0
45	2	108	107	0	0	0	0	0.1539	0.4512584
46	0	107	106	0	0	0	0	0	0
46	1	107	106	0	0	0	0	0	0
46	2	107	106	0	0	0	0	0	0
47	0	106	4	0.1539	0.4512584	0	0	0	0
47	1	106	4	0	0	0.1539	0.4512584	0	0
47	2	106	4	0	0	0	0	0.1539	0.4512584
48	0	4	277	0	0	0	0	0	0
48	1	4	277	0	0	0	0	0	0
48	2	4	277	0	0	0	0	0	0
49	0	277	278	0	0	0	0	0	0
49	1	277	278	0	0	0	0	0	0
49	2	277	278	0	0	0	0	0	0
50	0	278	279	0.0308	0.0901009	0	0	0	0
50	1	278	279	0	0	0.0308	0.0901009	0	0
50	2	278	279	0	0	0	0	0.0308	0.0901009
51	0	279	282	0	0	0	0	0	0
51	1	279	282	0	0	0	0	0	0
51	2	279	282	0	0	0	0	0	0
52	0	282	281	0.0308	0.0901009	0	0	0	0
52	1	282	281	0	0	0.0308	0.0901009	0	0
52	2	282	281	0	0	0	0	0.0308	0.0901009
53	0	281	280	0	0	0	0	0	0
53	1	281	280	0	0	0	0	0	0
53	2	281	280	0	0	0	0	0	0
54	0	280	5	0	0	0	0	0	0
54	1	280	5	0	0	0	0	0	0
54	2	280	5	0	0	0	0	0	0
55	0	5	117	0.1539	0.4512584	0	0	0	0
55	1	5	117	0	0	0.1539	0.4512584	0	0
55	2	5	117	0	0	0	0	0.1539	0.4512584
56	0	117	118	0	0	0	0	0	0
56	1	117	118	0	0	0	0	0	0
56	2	117	118	0	0	0	0	0	0
57	0	118	119	0.1539	0.4512584	0	0	0	0
57	1	118	119	0	0	0.1539	0.4512584	0	0
57	2	118	119	0	0	0	0	0.1539	0.4512584
58	0	119	123	0.1539	0.4512584	0	0	0	0
58	1	119	123	0	0	0.1539	0.4512584	0	0
58	2	119	123	0	0	0	0	0.1539	0.4512584
59	0	119	120	0	0	0	0	0	0
59	1	119	120	0	0	0	0	0	0
59	2	119	120	0	0	0	0	0	0
60	0	120	121	0	0	0	0	0	0
60	1	120	121	0	0	0	0	0	0
60	2	120	121	0	0	0	0	0	0
61	0	121	122	0.0924	0.2706796	0	0	0	0
61	1	121	122	0	0	0.0924	0.2706796	0	0
61	2	121	122	0	0	0	0	0.0924	0.2706796
62	0	122	133	0	0	0	0	0	0
62	1	122	133	0	0	0	0	0	0
62	2	122	133	0	0	0	0	0	0
63	0	133	132	0.0924	0.2706796	0	0	0	0
63	1	133	132	0	0	0.0924	0.2706796	0	0
